Event	ID	Name			Wwise Object Path	Notes
	87439343	Stop_Testing_Audio			\Default Work Unit\Testing\Stop_Testing_Audio	
	352180650	Play_GraduallyIncreasingHighPitch			\Default Work Unit\Horror Stems\Play_GraduallyIncreasingHighPitch	
	359053976	Play_MusicBox2			\Default Work Unit\Horror Stems\Play_MusicBox2	
	359053977	Play_MusicBox3			\Default Work Unit\Horror Stems\Play_MusicBox3	
	359053979	Play_MusicBox1			\Default Work Unit\Horror Stems\Play_MusicBox1	
	452547817	Stop_All			\Default Work Unit\Stop_All	
	672662027	Play_PanFlute			\Default Work Unit\Horror Stems\Play_PanFlute	
	845845902	Play_ShepardsTone			\Default Work Unit\Horror Stems\Play_ShepardsTone	
	1291943636	Play_BaseBass			\Default Work Unit\Horror Stems\Play_BaseBass	
	1323035329	Play_Dirt_Footsteps			\Default Work Unit\Walking\Play_Dirt_Footsteps	
	1329546286	Play_WhistleBreathing			\Default Work Unit\Horror Stems\Play_WhistleBreathing	
	1401754570	Play_Special_Click			\Default Work Unit\UI\Play_Special_Click	
	1771244861	Play_Wind_in_Branches			\Default Work Unit\Wind\Play_Wind_in_Branches	
	1795348239	Play_LowCello			\Default Work Unit\Horror Stems\Play_LowCello	
	1918741923	Play_WawaDistortion			\Default Work Unit\Horror Stems\Play_WawaDistortion	
	1931726204	Play_2D_Music			\Default Work Unit\2D_Music\Play_2D_Music	
	2034692297	Play_Button_Select			\Default Work Unit\UI\Play_Button_Select	
	2047366256	Stop_EyeBeam_Default			\Default Work Unit\Eye Beam\Stop_EyeBeam_Default	
	2142483231	Play_EyeBeam_Intensified2			\Default Work Unit\Play_EyeBeam_Intensified2	
	2289315611	Stop_Horror_Test			\Default Work Unit\Horror_Test\Stop_Horror_Test	
	2367458202	Stop_2D_Music			\Default Work Unit\2D_Music\Stop_2D_Music	
	2379313215	Play_EyeBeam_Intensified			\Default Work Unit\Eye Beam\Play_EyeBeam_Intensified	
	2576967453	Play_PulseToSiren			\Default Work Unit\Horror Stems\Play_PulseToSiren	
	2946897393	Play_Testing_Audio			\Default Work Unit\Testing\Play_Testing_Audio	
	3026825475	Stop_Wind_in_Branches			\Default Work Unit\Wind\Stop_Wind_in_Branches	
	3080773409	Stop_EyeBeam_Intensified2			\Default Work Unit\Stop_EyeBeam_Intensified2	
	3111061815	Fade_Out_2D_Music			\Default Work Unit\2D_Music\Fade_Out_2D_Music	
	3133528005	Play_Growl			\Default Work Unit\Horror Stems\Play_Growl	
	3227116378	Play_EyeBeam_Default			\Default Work Unit\Eye Beam\Play_EyeBeam_Default	
	3359382657	Stop_EyeBeam_Intensified			\Default Work Unit\Eye Beam\Stop_EyeBeam_Intensified	
	3606198378	Play_Choke			\Default Work Unit\Horror Stems\Play_Choke	
	3808321334	Play_Jump_Landing			\Default Work Unit\Walking\Play_Jump_Landing	
	3854155799	Play_Footsteps			\Default Work Unit\Walking\Play_Footsteps	
	4119780300	Play_EtherealTone			\Default Work Unit\Horror Stems\Play_EtherealTone	
	4172395845	Play_Horror_Test			\Default Work Unit\Horror_Test\Play_Horror_Test	
	4207504401	Play_CreepyOrgan			\Default Work Unit\Horror Stems\Play_CreepyOrgan	
	4250637632	Play_DeepHitToBreath2			\Default Work Unit\Horror Stems\Play_DeepHitToBreath2	
	4250637633	Play_DeepHitToBreath3			\Default Work Unit\Horror Stems\Play_DeepHitToBreath3	
	4250637635	Play_DeepHitToBreath1			\Default Work Unit\Horror Stems\Play_DeepHitToBreath1	
	4250637638	Play_DeepHitToBreath4			\Default Work Unit\Horror Stems\Play_DeepHitToBreath4	

Game Parameter	ID	Name			Wwise Object Path	Notes
	215992295	Player_Health			\Default Work Unit\Player_Health	
	429408522	EtherealToneVol			\Default Work Unit\HorrorStemsRTPCs\EtherealToneVol	
	452215995	GrowlVol			\Default Work Unit\HorrorStemsRTPCs\GrowlVol	
	1122702348	DeepHitToBreath4Vol			\Default Work Unit\HorrorStemsRTPCs\DeepHitToBreath4Vol	
	1419528906	BaseBassVol			\Default Work Unit\HorrorStemsRTPCs\BaseBassVol	
	1477291085	MusicBox1Vol			\Default Work Unit\HorrorStemsRTPCs\MusicBox1Vol	
	2127858551	MusicBox3Vol			\Default Work Unit\HorrorStemsRTPCs\MusicBox3Vol	
	2215379557	DeepHitToBreath3Vol			\Default Work Unit\HorrorStemsRTPCs\DeepHitToBreath3Vol	
	2335835475	PanFluteVol			\Default Work Unit\HorrorStemsRTPCs\PanFluteVol	
	2412606391	CreepyOrganVol			\Default Work Unit\HorrorStemsRTPCs\CreepyOrganVol	
	2685063653	PulseToSirenVol			\Default Work Unit\HorrorStemsRTPCs\PulseToSirenVol	
	2829592975	DeepHitToBreath1Vol			\Default Work Unit\HorrorStemsRTPCs\DeepHitToBreath1Vol	
	2912448678	GradIncHighPitchVol			\Default Work Unit\HorrorStemsRTPCs\GradIncHighPitchVol	
	3844727424	WhistleBreathingVol			\Default Work Unit\HorrorStemsRTPCs\WhistleBreathingVol	
	3949021176	MusicBox2Vol			\Default Work Unit\HorrorStemsRTPCs\MusicBox2Vol	
	4026379618	ChokeVol			\Default Work Unit\HorrorStemsRTPCs\ChokeVol	
	4036542190	DeepHitToBreath2Vol			\Default Work Unit\HorrorStemsRTPCs\DeepHitToBreath2Vol	
	4064624855	LowCelloVol			\Default Work Unit\HorrorStemsRTPCs\LowCelloVol	
	4222622707	WawaDistortionVol			\Default Work Unit\HorrorStemsRTPCs\WawaDistortionVol	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	24771127	EyeBeam_Default	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\EyeBeamDefault_81238AE1.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Default		4939296
	37321306	MeOyesRev2	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\MeOyesRev2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\MeOyes\MeOyesRev2		127984
	39914089	Step9	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Step9_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Footsteps\Step9		23876
	94379695	Step3	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Step3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Footsteps\Step3		23844
	101637563	AlInfernoTeVasNorm	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\AlInfernoTeVasNorm_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Al inferno te vas\AlInfernoTeVasNorm		330844
	119134536	AlInfernoTeVasRev5	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\AlInfernoTeVasRev5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Al inferno te vas\AlInfernoTeVasRev5		294684
	119632406	LowCello	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\LowCello_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\LowCello\LowCello\LowCello		2926572
	131488593	Wind in Branches	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\WIP - Calm Wind in Branches_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Wind in Branches		4333818
	143617217	HorrorTest	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\3D Music_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\HorrorTest		35168964
	168685019	ShepardsTone	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\ShepardsTone_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\ShepardsTone\ShepardsTone\ShepardsTone		33303708
	171236694	dirt7	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\dirt7_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dirt_Footsteps\Dirt\dirt7		23174
	188098597	PanFlute	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\PanFlute_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\PanFlute\PanFlute		5306096
	188501217	MeOyesRev4	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\MeOyesRev4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\MeOyes\MeOyesRev4		136804
	196605607	CreepyOrgan	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\CreepyOrgan_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\CreepyOrgan\CreepyOrgan		6800316
	209649964	DeepHitToBreath4	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\DeepHitToBreath4_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\DeepHitToBreath4\DeepHitToBreath4		2582592
	215979946	HijoMioRev2	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\HijoMioRev2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Hijo Mio\HijoMioRev2		198544
	234919899	SatanasMeLlamaRev1	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\SatanasMeLlamaRev1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Satanas Me Llama\SatanasMeLlamaRev1		232944
	293235742	AlInfernoTeVasRev3	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\AlInfernoTeVasRev3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\EyeBeam_Intensified\Al inferno te vas\AlInfernoTeVasRev3		362596
	308771699	DeepHitToBreath1	C:\Users\edwar\OneDrive\Documents\GitHub\rOjo\rOjo_WwiseProject\.cache\Windows\SFX\Horror Stems\DeepHitToBreath1_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Horror Stems\DeepHitToBreath1\DeepHitToBreath1		1868520
